Nom de famille;Nom de fournisseur;Nom de produit;Date ANDEVA;Date INRS;info date (1,2,3,4,5,6,7,8);Type d'amiante;Type d'utilisation;Nouveau nom;Classe supérieure
Enduits;BITUMES SPECIAUX;INSOLARM IGN 671.50 AIRLESS;07/1986;;1;Amiante;;;
Enduits;BITUMES SPECIAUX;INSOLARM IGN 671.50 MANUEL;07/1990;;1;Amiante;;;
Enduits;BITUMES SPECIAUX;INSOLARM IGN 671.50 PATEUX;11/1990;;1;Amiante;;;
Enduits;BITUMES SPECIAUX;INSOLARM IGN 671.65 ALU;02/1991;;1;Amiante;;;
Enduits;BITUMES SPECIAUX;INSOLARM IGN 671.65 MANUEL;07/1990;;1;Amiante;;;
Enduits;BITUMES SPECIAUX;PATEUX;07/1990;;1;Amiante;;;
PRODUCT;BITUMastic;INSONASTICS;environ 1991;;1;Amiante;;;
PRODUCT;BITULAC;POXECOAT PK 6 T1;1995;;1;Chrysotile;;;
PRODUCT;BITULAC;POXECOAT PK 6 T2;1994;;1;Chrysotile;;;
PRODUCT;BITULAC;POXECOAT PPA;1995;;1;Chrysotile;;;
PRODUCT;BITULAC;POXECOAT ST 6;1995;;1;Chrysotile;;;
PRODUCT;BITULAC;POXETANE 76;1995;;1;Chrysotile;;;
PRODUCT;BITULAC;POXETANE 160/02;1995;;1;Chrysotile;;;
PRODUCT;BITULAC;POXETANE EY FM;1995;;1;Chrysotile;;;
PRODUCT;BITULAC;POXETANE EY FM IMPRESSION;1995;;1;Chrysotile;;;
PRODUCT;BITULAC;POXETANE EY FM IMPRESSION CZ;1984;;5;Chrysotile;;;
PRODUCT;BITULAC;POXETAR ETP;1995;;5;Chrysotile;;;
PRODUCT;BITULAC;POXETAR STANDARD;1995;;1;Chrysotile;;;
PRODUCT;BITULAC;POXOLITH PK MA;1995;;1;Chrysotile;;;
PRODUCT;BITULAC;REVEPOXOL AL;1995;;1;Chrysotile;;;
PRODUCT;BITULAC;REVEPOXOL MA;1983;;5;Chrysotile;;;
Adhésif bitumineux;SEA;;1980;;5;Chrysotile;;;
Adhésif bitumineux;SB 112;1980;;5;Chrysotile;;;;
Adhésif bitumineux;SB 113;1980;;5;Chrysotile;;;;
PRODUCT;BITULAC;TARPOCOLOR 01 FINITION;1995;;1;Chrysotile;;;
PRODUCT;BITULAC;TARPOCOLOR 01 IMPRESSION;1995;;1;Chrysotile;;;
Peintures;BITULAC;TARPOX 150 SS 30 PA;1984;;5;Chrysotile;;;
Peintures;BITULAC;TARPOX 150 SS 40 PA;1995;;1;Chrysotile;;;
Peintures;BITULAC;TARPOX 160 KM;08/1995;;1;Chrysotile;;;
Peintures;BITULAC;TARPOX 1000 PA;1995;;1;Chrysotile;;;
Peintures;BITULAC;TARPOX 1000 EV;1995;;1;Chrysotile;;;
Bois;;Bois;1945;;;;;;
Métal;;Métal;1945;;;;;;
sapin;;sapin;1945;;;;;;
chene;;chene;1945;;;;;;
FIBRO CIMENT;;FIBRO CIMENT;1997;;;;;;
